,amp,batch_size,bss_reg,cat:auto_augment:None,cat:auto_augment:original,cat:auto_augment:v0,cat:data_augmentation:None,cat:data_augmentation:auto_augment,cat:data_augmentation:random_augment,cat:data_augmentation:trivial_augment,cat:model:beit_base_patch16_384,cat:model:beit_large_patch16_512,cat:model:convnext_small_384_in22ft1k,cat:model:deit3_small_patch16_384_in21ft1k,cat:model:dla46x_c,cat:model:edgenext_small,cat:model:edgenext_x_small,cat:model:edgenext_xx_small,cat:model:mobilevit_xs,cat:model:mobilevit_xxs,cat:model:mobilevitv2_075,cat:model:swinv2_base_window12to24_192to384_22kft1k,cat:model:tf_efficientnet_b4_ns,cat:model:tf_efficientnet_b6_ns,cat:model:tf_efficientnet_b7_ns,cat:model:volo_d1_384,cat:model:volo_d3_448,cat:model:volo_d4_448,cat:model:volo_d5_448,cat:model:volo_d5_512,cat:model:xcit_nano_12_p8_384_dist,cat:model:xcit_small_12_p8_384_dist,cat:model:xcit_tiny_12_p8_384_dist,cat:model:xcit_tiny_24_p8_384_dist,cat:opt:adam,cat:opt:adamp,cat:opt:adamw,cat:opt:momentum,cat:opt:sgd,cat:opt_betas:None,"cat:opt_betas:[0.0, 0.999]","cat:opt_betas:[0.0, 0.99]","cat:opt_betas:[0.9, 0.999]","cat:opt_betas:[0.9, 0.99]",cat:sched:cosine,cat:sched:multistep,cat:sched:plateau,cat:sched:step,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,momentum,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,smoothing,sp_reg,stoch_norm,warmup_epochs,warmup_lr,weight_decay
100098259404867435,1,4,0.1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.0,0.5,0.5,90.0,0.1,0.001,0.1,0.75,0,0.0001,0.0,0.0,0.9,5,0.4,8,2,0.1,0.0001,0,5,0.0,0.001
16543533045855271,1,128,0.0001,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,10.0,2.0,2.0,90.0,0.1,0.001,0.2,0.75,1,5e-05,0.4,1.0,0.9,10,0.4,9,2,0.1,0.001,0,10,0.0,0.1
116429979381972468,0,16,0.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.0,1.0,0.0,10.0,0.5,0.01,0.1,-1.0,0,0.0005,4.0,0.0,0.9,10,0.0,8,2,0.05,0.0,0,10,0.0,0.001
77282772447191420,0,4,0.0001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,2.0,4.0,20.0,0.1,0.01,0.1,0.75,0,0.0001,2.0,0.0,0.9,10,0.2,8,2,0.0,0.0001,0,10,0.0,0.0001
128392034941372972,0,8,0.0001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,2.0,2.0,20.0,0.5,0.01,0.2,0.65,0,5e-05,0.4,0.25,0.9,10,1.0,9,2,0.1,0.001,1,0,0.0,0.0
27561073091330545,1,16,0.0001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.0,4.0,0.1,90.0,0.1,0.0,0.2,0.65,1,0.01,0.4,0.75,0.95,10,1.0,8,2,0.0,0.001,1,0,1e-06,0.001
21589219247660235,1,32,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0.0,4.0,90.0,0.1,0.0,0.3,0.65,0,0.005,1.0,0.0,0.9,10,0.0,8,2,0.0,0.1,1,10,1e-05,0.0001
3565526839157355,1,256,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-1.0,1.0,0.0,90.0,0.1,0.0001,0.1,0.75,0,0.0005,8.0,0.75,0.9,2,1.0,8,2,0.05,0.001,1,10,1e-06,0.001
17663904364544302,0,8,0.0001,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,10.0,0.0,0.25,90.0,0.1,0.01,0.2,0.75,0,0.005,0.0,0.75,0.9,10,0.6,8,2,0.05,0.001,1,0,0.0,0.01
19488689980683887,1,64,0.001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-1.0,1.0,0.1,90.0,0.1,0.001,0.2,0.65,1,0.005,1.0,0.25,0.9,10,0.0,8,2,0.0,0.1,1,0,1e-06,0.001
31754535560611,1,16,0.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0,0.0,0.25,90.0,0.1,0.01,0.0,0.65,0,1e-05,4.0,1.0,0.9,10,0.8,8,2,0.0,0.001,0,0,0.0,0.1
13744478672679609,1,32,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-1.0,0.0,0.1,90.0,0.1,0.0001,0.4,-1.0,1,1e-05,2.0,0.5,0.8,10,1.0,8,2,0.0,0.0001,1,5,0.0,1e-05
15257563216257535,1,16,0.0001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1.0,0.5,0.25,90.0,0.1,0.0,0.0,0.75,1,0.001,0.2,0.75,0.9,5,0.8,8,2,0.1,0.0001,1,10,0.0,0.0
10728397627374729,1,4,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10.0,2.0,4.0,90.0,0.1,0.001,0.0,0.75,0,1e-05,4.0,0.25,0.8,10,0.4,8,2,0.0,0.0,1,10,1e-05,0.01
65155743315126030,0,128,0.0001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-1.0,0.0,0.25,10.0,0.1,0.01,0.4,0.75,1,0.0001,4.0,0.25,0.9,10,0.4,9,2,0.1,0.001,0,10,0.0,0.1
49805686882298494,0,64,0.01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10.0,0.0,4.0,90.0,0.1,0.0001,0.1,-1.0,1,0.001,2.0,0.0,0.9,10,0.2,8,2,0.1,0.1,1,5,1e-05,0.1
68359136195349097,1,16,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,4.0,90.0,0.1,0.0,0.3,0.65,0,5e-05,1.0,0.75,0.9,10,0.2,9,3,0.05,0.0001,1,10,1e-06,0.001
130912487081758119,1,4,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10.0,0.0,4.0,10.0,0.1,0.0001,0.3,0.65,0,0.01,2.0,0.75,0.99,10,1.0,8,2,0.1,0.0,1,10,1e-05,0.1
62944496908447532,0,256,0.0001,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.0,2.0,0.1,20.0,0.5,0.0001,0.2,-1.0,0,0.001,0.0,0.25,0.9,10,0.6,8,2,0.05,0.0,1,10,1e-06,1e-05
80103155818335849,1,32,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,2.0,20.0,0.1,0.0,0.1,0.65,1,0.005,0.4,0.5,0.9,10,0.0,8,2,0.0,0.1,1,10,0.0,0.0
10225942142840123,1,8,0.0001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,10.0,0.5,1.0,90.0,0.1,0.0001,0.3,0.65,1,0.0001,0.0,0.5,0.9,5,0.0,8,2,0.05,0.0001,0,10,1e-06,0.01
221115471794211067,1,16,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.5,0.0,20.0,0.5,0.0001,0.1,0.65,0,0.0005,2.0,0.0,0.9,10,1.0,17,2,0.0,0.01,1,0,1e-05,0.01
161405220055350230,0,32,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,10.0,0.5,1.0,90.0,0.1,0.01,0.3,0.65,0,5e-05,2.0,0.75,0.99,5,1.0,17,2,0.0,0.01,1,5,1e-06,0.0
129536735893806353,1,8,0.0001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1.0,4.0,1.0,20.0,0.5,0.01,0.3,0.75,0,0.0001,0.2,0.0,0.95,10,0.4,8,2,0.0,0.1,0,10,1e-05,0.0
38706093709309967,1,8,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10.0,2.0,0.0,10.0,0.1,0.0,0.0,0.65,1,1e-05,8.0,0.0,0.9,10,0.8,9,2,0.1,0.1,1,10,1e-06,1e-05
3500677361985577,1,16,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,10.0,1.0,0.25,90.0,0.1,0.0001,0.4,0.65,1,5e-05,2.0,1.0,0.9,10,0.0,8,2,0.05,0.01,0,10,1e-06,0.001
12752211666818489,1,8,0.01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-1.0,4.0,0.0,90.0,0.1,0.0,0.1,0.75,0,0.0005,8.0,0.5,0.9,2,0.8,8,2,0.1,0.1,1,0,1e-06,0.0001
3155779152452844,0,2,0.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,0.0,0.5,90.0,0.1,0.1,0.2,0.75,0,0.0001,1.0,1.0,0.9,10,0.2,8,2,0.05,0.0,0,0,1e-06,0.001
54122603325484672,0,64,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,2.0,0.25,10.0,0.5,0.0,0.3,0.65,0,5e-05,2.0,0.75,0.9,10,0.4,9,2,0.05,0.001,1,0,0.0,1e-05
62398658960322696,0,2,0.001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0,0.5,0.0,90.0,0.1,0.01,0.0,0.75,0,0.0005,4.0,0.75,0.9,10,1.0,17,2,0.0,0.1,1,5,0.0,1e-05
41659275145239397,1,2,0.001,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10.0,4.0,0.0,90.0,0.1,0.1,0.2,0.75,0,5e-05,4.0,0.0,0.9,10,0.4,17,2,0.1,0.0001,1,5,1e-05,0.1
63999461927906994,0,128,0.1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,2.0,4.0,20.0,0.5,0.0,0.2,-1.0,0,5e-05,0.2,0.25,0.9,10,0.4,8,2,0.1,0.0,1,0,1e-06,0.0
2136907986584922,0,2,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,2.0,0.1,90.0,0.1,0.001,0.3,0.75,0,0.001,4.0,0.5,0.9,10,0.6,8,2,0.05,0.001,0,10,1e-06,0.01
103604070630824197,1,16,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,10.0,2.0,0.5,90.0,0.1,0.0001,0.2,-1.0,1,0.0005,0.2,0.75,0.9,5,0.6,8,2,0.05,0.0,1,0,1e-05,1e-05
19480368148775015,1,8,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10.0,4.0,4.0,90.0,0.1,0.1,0.0,-1.0,1,0.0005,1.0,0.75,0.9,10,0.8,8,2,0.05,0.01,1,0,1e-06,0.001
29311267167582325,1,16,0.0001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0,2.0,4.0,90.0,0.1,0.01,0.4,-1.0,1,0.0001,2.0,0.5,0.9,10,0.8,9,2,0.1,0.01,0,0,1e-05,0.0001
6072101119995926,0,256,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.0,1.0,0.25,90.0,0.1,0.001,0.3,-1.0,0,0.0005,0.2,0.0,0.9,10,1.0,8,2,0.1,0.1,0,5,1e-06,1e-05
69945771044230085,1,64,0.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-1.0,0.5,0.25,10.0,0.1,0.001,0.3,-1.0,1,0.0005,0.4,0.0,0.9,10,0.6,8,2,0.0,0.001,0,5,1e-05,0.0001
15383853780071888,0,4,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1.0,2.0,0.1,90.0,0.1,0.001,0.1,0.75,1,0.001,4.0,0.75,0.9,10,1.0,8,2,0.05,0.0,1,0,1e-06,0.0
7407350534372988,0,128,0.001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,10.0,2.0,4.0,90.0,0.1,0.01,0.4,0.75,1,1e-05,1.0,1.0,0.9,10,1.0,8,2,0.1,0.01,0,5,1e-06,0.0
27786983063433479,1,512,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,90.0,0.1,0.01,0.4,0.65,0,0.001,0.4,0.25,0.9,10,0.8,9,2,0.0,0.001,0,10,1e-06,0.001
54334324045406719,1,2,0.0001,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.0,0.0,4.0,90.0,0.1,0.001,0.2,0.65,0,0.01,0.0,0.0,0.9,5,0.0,8,2,0.05,0.0001,0,10,0.0,1e-05
16095099738463760,0,4,0.0001,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10.0,2.0,0.25,20.0,0.1,0.001,0.0,0.65,0,0.0001,8.0,0.5,0.9,10,0.0,8,2,0.1,0.001,0,10,1e-05,0.0
4655825084358762,0,16,0.001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1.0,0.5,2.0,90.0,0.1,0.0001,0.0,0.75,1,5e-05,4.0,1.0,0.9,2,1.0,9,2,0.0,0.0,0,5,1e-06,0.0001
14672642654960191,1,2,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-1.0,1.0,0.5,90.0,0.1,0.001,0.0,-1.0,0,1e-05,8.0,1.0,0.8,2,1.0,8,2,0.1,0.001,1,5,1e-05,1e-05
66156367129447362,0,16,0.001,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.0,0.5,4.0,10.0,0.5,0.001,0.0,0.65,0,0.005,1.0,0.0,0.9,10,1.0,8,2,0.05,0.1,1,10,1e-05,0.1
67154409948699451,1,2,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-1.0,0.0,0.1,90.0,0.1,0.1,0.2,0.75,0,5e-05,0.2,1.0,0.9,10,0.8,9,3,0.0,0.0001,1,0,1e-05,0.01
79192643003883129,1,4,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1.0,1.0,2.0,20.0,0.1,0.0001,0.2,-1.0,0,0.005,0.4,0.5,0.9,10,0.8,8,2,0.05,0.01,1,10,1e-06,1e-05
5978117797119560,0,4,0.0001,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,10.0,2.0,0.1,90.0,0.1,0.1,0.4,-1.0,0,1e-05,4.0,0.75,0.9,10,1.0,8,2,0.05,0.01,1,0,1e-06,1e-05
27603444426931477,1,2,0.001,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.25,20.0,0.5,0.1,0.2,0.75,0,0.01,1.0,0.25,0.9,10,0.2,8,2,0.1,0.1,1,0,1e-06,0.001
15646635217799955,1,32,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0,0.5,0.1,20.0,0.1,0.1,0.3,0.75,0,1e-05,0.0,1.0,0.9,10,0.8,8,2,0.1,0.001,0,10,1e-06,0.0
28489884510189696,0,16,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1.0,0.0,4.0,90.0,0.1,0.001,0.3,0.75,0,0.001,8.0,0.0,0.9,5,0.6,17,2,0.1,0.01,1,0,0.0,0.0001
16648436599074144,0,2,0.01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,-1.0,1.0,0.25,90.0,0.1,0.01,0.2,0.75,0,0.0005,0.2,0.25,0.9,10,0.2,8,2,0.1,0.1,1,10,0.0,0.1
11940094980237245,1,8,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,10.0,2.0,2.0,20.0,0.1,0.001,0.0,0.65,0,5e-05,0.4,0.5,0.9,10,1.0,9,2,0.1,0.0,1,5,1e-05,0.001
127242410490938693,1,64,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.5,0.5,20.0,0.5,0.1,0.2,0.65,0,0.01,0.4,0.25,0.9,10,0.4,8,2,0.0,0.0001,0,10,0.0,1e-05
21127296293298657,1,32,0.0001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,10.0,0.0,1.0,10.0,0.5,0.001,0.2,-1.0,0,5e-05,0.4,0.0,0.9,10,0.2,8,2,0.0,0.01,1,10,1e-06,0.0001
119712160119952948,0,8,0.01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,4.0,90.0,0.1,0.0001,0.2,-1.0,0,0.001,1.0,0.0,0.9,5,0.6,17,2,0.0,0.1,1,10,1e-06,1e-05
18473236391963660,0,256,0.001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10.0,4.0,0.25,90.0,0.1,0.1,0.1,-1.0,0,5e-05,2.0,0.0,0.9,2,0.8,8,2,0.0,0.0001,0,0,1e-05,0.01
2301295348074871,1,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-1.0,0.5,1.0,90.0,0.1,0.1,0.2,0.75,0,0.005,0.0,0.25,0.9,10,1.0,8,2,0.05,0.01,0,0,1e-05,0.01
27583879635199477,1,2,0.001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.0,0.0,4.0,20.0,0.5,0.0001,0.1,0.75,1,1e-05,0.4,0.25,0.9,10,0.8,8,2,0.05,0.01,1,0,1e-06,0.001
1291136723455731,1,256,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10.0,0.0,0.25,90.0,0.1,0.0001,0.0,0.75,1,0.0001,1.0,0.75,0.0,10,1.0,8,2,0.0,0.0001,1,10,1e-05,0.1
18585286099070448,0,128,0.001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,-1.0,0.0,1.0,90.0,0.1,0.0,0.0,0.65,0,0.0001,4.0,0.75,0.9,10,0.8,8,2,0.1,0.01,1,0,1e-05,0.01
13774338246227042,0,4,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10.0,2.0,1.0,90.0,0.1,0.1,0.0,0.75,0,5e-05,8.0,0.25,0.9,10,0.8,8,2,0.0,0.01,1,5,0.0,1e-05
211989408778815780,0,128,0.0001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.0,2.0,4.0,90.0,0.1,0.01,0.0,0.75,1,1e-05,0.0,1.0,0.95,5,0.6,8,2,0.1,0.1,1,10,1e-05,0.1
24964491648987616,0,8,0.1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,0.0,90.0,0.1,0.0,0.2,-1.0,0,0.01,0.2,0.5,0.9,2,0.8,8,2,0.1,0.01,0,5,1e-06,0.1
17016803629795676,0,4,0.01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,10.0,1.0,4.0,10.0,0.5,0.0001,0.1,0.65,1,5e-05,0.2,0.75,0.9,10,0.6,8,2,0.0,0.1,0,10,1e-06,0.1
246055012384007987,1,512,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.0,0.5,0.1,10.0,0.5,0.0,0.2,0.65,1,1e-05,4.0,0.0,0.9,10,0.8,8,2,0.05,0.0,0,10,0.0,0.001
22042260809088607,1,2,0.001,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.0,4.0,0.0,10.0,0.5,0.01,0.1,0.65,0,0.0001,1.0,0.75,0.9,10,0.0,8,2,0.0,0.1,1,10,0.0,1e-05
145581251636810748,0,128,0.001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,10.0,0.5,2.0,20.0,0.1,0.001,0.1,-1.0,0,0.005,0.0,0.0,0.99,10,1.0,9,2,0.05,0.01,0,5,1e-05,0.0
143065216972098847,1,2,0.001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0.5,4.0,20.0,0.1,0.0,0.3,0.65,0,0.001,4.0,0.5,0.9,10,0.2,8,2,0.1,0.0,1,10,1e-05,0.0001
