,amp,batch_size,bss_reg,cat__auto_augment__None,cat__auto_augment__original,cat__auto_augment__v0,cat__model__beit_base_patch16_384,cat__model__beit_large_patch16_512,cat__model__convnext_small_384_in22ft1k,cat__model__deit3_small_patch16_384_in21ft1k,cat__model__dla46x_c,cat__model__edgenext_small,cat__model__edgenext_x_small,cat__model__edgenext_xx_small,cat__model__mobilevit_xs,cat__model__mobilevit_xxs,cat__model__mobilevitv2_075,cat__model__swinv2_base_window12to24_192to384_22kft1k,cat__model__tf_efficientnet_b4_ns,cat__model__tf_efficientnet_b6_ns,cat__model__tf_efficientnet_b7_ns,cat__model__volo_d1_384,cat__model__volo_d3_448,cat__model__volo_d4_448,cat__model__volo_d5_448,cat__model__volo_d5_512,cat__model__xcit_nano_12_p8_384_dist,cat__model__xcit_small_12_p8_384_dist,cat__model__xcit_tiny_12_p8_384_dist,cat__model__xcit_tiny_24_p8_384_dist,cat__opt__adam,cat__opt__adamp,cat__opt__adamw,cat__opt__momentum,cat__opt__sgd,cat__opt_betas__None,"cat__opt_betas__[0.0, 0.999]","cat__opt_betas__[0.0, 0.99]","cat__opt_betas__[0.9, 0.999]","cat__opt_betas__[0.9, 0.99]",cat__sched__cosine,cat__sched__multistep,cat__sched__plateau,cat__sched__step,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,momentum,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,random_augment,smoothing,sp_reg,stoch_norm,trivial_augment,warmup_epochs,warmup_lr,weight_decay
32121786025953792,False,2,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,10.0,1.0,0.1,90,0.1,0.1,0.4,0.75,True,0.005,4.0,0.75,0.9,10,0.8,8,2,False,0.0,0.0001,False,True,5,1e-05,0.0
240924325074448965,True,2,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,10.0,0.5,2.0,90,0.1,0.01,0.0,0.75,False,0.001,0.4,0.75,0.99,5,0.0,8,2,False,0.05,0.01,True,False,0,1e-06,1e-05
2288796501346841,True,64,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1.0,1.0,0.1,10,0.1,0.01,0.3,0.65,False,0.0005,2.0,0.75,0.9,10,0.4,8,2,False,0.05,0.001,False,True,0,1e-05,0.01
102697465800734518,False,8,0.01,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,10.0,4.0,0.25,10,0.1,0.001,0.4,0.65,True,0.01,0.4,1.0,0.9,10,0.0,9,2,True,0.0,0.0,True,False,0,0.0,1e-05
3241114110343855,True,2,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,10.0,0.5,1.0,90,0.1,0.001,0.1,,True,0.001,2.0,0.5,0.9,10,0.6,8,2,False,0.0,0.0001,True,False,0,1e-06,0.001
97134690081647208,False,128,0.001,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,,2.0,0.0,90,0.1,0.0,0.2,0.65,True,0.005,8.0,0.0,0.9,10,0.4,8,2,False,0.05,0.1,False,False,10,1e-05,0.0
155063544800779843,True,16,0.001,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1.0,2.0,0.1,90,0.1,0.1,0.2,,False,0.01,0.0,1.0,0.8,5,0.4,8,2,False,0.05,0.0,True,False,5,1e-05,0.1
3125776526614966,False,8,0.1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,10.0,2.0,0.25,90,0.1,0.1,0.0,,False,0.0001,0.4,0.0,0.9,10,0.2,8,2,False,0.05,0.01,True,False,10,0.0,0.001
135273741082788902,False,16,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,,0.5,0.25,10,0.1,0.0,0.3,,False,1e-05,4.0,0.25,0.9,10,0.2,17,2,True,0.05,0.0001,True,False,5,0.0,1e-05
3091939245127378,False,32,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,,0.0,2.0,90,0.1,0.001,0.0,,False,0.001,0.0,1.0,0.9,10,0.4,8,2,False,0.0,0.0001,True,False,10,0.0,0.001
94804764494122177,True,16,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,10.0,1.0,0.1,90,0.1,0.1,0.0,0.75,False,0.0001,0.4,0.0,0.9,10,1.0,9,3,True,0.0,0.1,True,False,5,0.0,1e-05
43939075077380768,False,16,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,,0.0,0.0,90,0.1,0.0001,0.1,0.65,False,0.001,8.0,0.5,0.9,10,0.8,17,2,True,0.1,0.01,True,False,5,1e-06,0.001
86663383184919432,False,128,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1.0,4.0,0.5,10,0.5,0.1,0.2,0.75,True,1e-05,2.0,0.25,0.9,10,0.0,8,2,False,0.05,0.0001,True,False,5,0.0,1e-05
16407248493775176,False,2,0.001,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,,1.0,0.0,90,0.1,0.001,0.1,0.65,True,0.0001,0.2,0.5,0.9,2,0.0,8,2,False,0.05,0.01,False,False,5,0.0,0.1
44772557615337731,True,2,0.001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,10.0,2.0,2.0,90,0.1,0.001,0.4,,False,0.001,0.0,0.25,0.9,2,0.0,8,2,False,0.0,0.1,False,False,5,0.0,0.0001
277971081634006925,True,8,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,,0.5,4.0,20,0.5,0.1,0.1,0.75,False,1e-05,0.4,0.75,0.9,10,0.8,8,2,False,0.1,0.001,True,False,5,1e-05,0.01
44483240882583187,True,16,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1.0,1.0,0.1,90,0.1,0.1,0.0,0.75,False,0.01,2.0,0.25,0.0,5,1.0,8,2,False,0.1,0.1,False,False,10,1e-05,0.001
42510983416027594,False,256,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,,2.0,2.0,20,0.1,0.0,0.0,0.75,False,1e-05,0.2,1.0,0.9,10,1.0,8,2,False,0.05,0.01,False,False,5,1e-06,0.01
5100286218748346,False,4,0.01,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,,1.0,2.0,90,0.1,0.0,0.4,0.75,True,0.01,0.2,1.0,0.9,2,0.2,8,2,False,0.1,0.1,True,False,0,1e-05,0.0001
100747707999089996,False,4,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,10.0,2.0,2.0,10,0.1,0.1,0.4,,True,1e-05,1.0,0.0,0.9,10,0.8,8,2,False,0.0,0.0,True,False,10,1e-06,0.001
30191487768949034,False,4,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1.0,0.5,1.0,90,0.1,0.1,0.3,0.65,False,0.0005,0.2,0.25,0.9,10,0.8,8,2,False,0.05,0.001,False,False,0,1e-06,1e-05
27468454742875020,False,16,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,10.0,2.0,2.0,20,0.5,0.0001,0.0,,False,0.0005,8.0,1.0,0.9,10,0.2,8,2,False,0.1,0.0,False,True,0,1e-06,0.001
109328943891067851,True,4,0.0001,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,1.0,1.0,0.1,20,0.1,0.01,0.2,0.65,False,0.0001,0.0,0.75,0.95,10,0.4,8,2,False,0.0,0.001,True,True,10,1e-05,0.001
220693537802921022,False,2,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,10.0,0.5,1.0,20,0.5,0.1,0.0,0.65,False,0.0005,4.0,0.75,0.8,10,0.0,17,2,True,0.0,0.0,False,False,5,1e-06,0.01
34106356152318946,False,8,0.1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,,0.5,1.0,90,0.1,0.1,0.3,0.75,True,0.01,0.4,0.75,0.9,5,1.0,8,2,False,0.0,0.01,False,False,10,0.0,0.01
3741960981494597,True,8,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,,0.5,0.5,90,0.1,0.1,0.1,,False,0.005,1.0,0.5,0.9,10,0.2,8,2,False,0.05,0.1,True,False,0,1e-05,0.001
18977239933840842,False,16,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,,0.0,1.0,10,0.5,0.01,0.3,,True,0.0001,0.4,0.5,0.9,10,0.8,8,2,False,0.1,0.1,False,False,0,0.0,0.001
207968318307332149,True,128,0.001,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,10.0,0.5,0.25,90,0.1,0.001,0.0,0.75,True,5e-05,0.4,1.0,0.95,5,0.2,8,2,False,0.1,0.0001,False,False,0,0.0,1e-05
12036959649301549,True,128,0.001,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,,0.0,0.5,90,0.1,0.0,0.2,,False,0.0001,2.0,1.0,0.9,5,0.8,8,2,False,0.0,0.001,False,True,10,1e-05,0.001
391412237170310613,True,32,0.01,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,10.0,0.5,1.0,10,0.1,0.0001,0.2,0.75,False,0.0001,4.0,0.0,0.9,10,0.6,17,3,True,0.0,0.1,True,False,5,1e-05,0.01
71714534482055389,True,16,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1.0,0.0,2.0,90,0.1,0.001,0.1,0.65,False,0.01,8.0,0.25,0.95,10,0.0,17,2,True,0.0,0.0,False,False,5,0.0,0.0
26776791891684826,False,256,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1.0,0.5,0.0,90,0.1,0.0,0.0,,False,5e-05,2.0,0.25,0.9,10,0.8,8,2,False,0.1,0.1,False,True,5,1e-05,0.01
44675352433423418,False,128,0.01,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1.0,2.0,0.25,90,0.1,0.01,0.2,,False,0.005,0.2,0.75,0.9,10,1.0,8,2,False,0.1,0.001,True,False,0,0.0,0.0001
21264576530610285,True,16,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,,1.0,4.0,90,0.1,0.001,0.4,,False,0.0005,0.4,0.25,0.9,10,0.6,8,2,False,0.05,0.001,True,False,0,1e-05,0.0001
6466390851917282,False,2,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,10.0,0.5,0.0,90,0.1,0.0001,0.1,0.75,False,0.01,1.0,0.25,0.9,10,0.2,8,2,False,0.0,0.0001,False,False,5,1e-05,1e-05
340427260865372068,False,4,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1.0,0.0,0.5,10,0.5,0.0,0.1,0.75,False,5e-05,0.2,0.25,0.9,10,0.2,9,3,True,0.1,0.0,False,False,5,0.0,0.1
22575610016919003,True,4,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,1.0,2.0,2.0,90,0.1,0.0,0.2,0.65,False,0.001,4.0,1.0,0.9,10,0.4,8,2,False,0.1,0.1,False,False,0,1e-05,1e-05
2397273916252505,True,8,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,10.0,0.5,1.0,90,0.1,0.1,0.4,0.75,False,0.0005,8.0,0.75,0.9,10,0.8,8,2,False,0.1,0.1,True,True,0,1e-05,0.01
5797997997161771,True,64,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,10.0,4.0,0.25,90,0.1,0.0001,0.0,0.65,True,0.01,1.0,1.0,0.9,10,1.0,8,2,False,0.05,0.0001,True,False,10,0.0,1e-05
37946648103380568,False,2,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,10.0,0.5,0.0,90,0.1,0.1,0.0,0.65,True,1e-05,2.0,0.0,0.9,2,0.6,9,3,True,0.0,0.1,True,False,0,0.0,1e-05
19640483532485381,True,64,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,10.0,1.0,1.0,90,0.1,0.0001,0.3,0.65,False,5e-05,1.0,0.0,0.9,10,0.8,8,2,False,0.0,0.1,True,True,5,1e-06,0.001
105998153973856049,True,64,0.0001,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,,0.5,0.25,20,0.1,0.001,0.2,0.65,True,0.0001,0.2,0.75,0.95,10,0.2,8,2,False,0.0,0.0,True,True,5,1e-06,0.1
54019965478343205,True,4,0.1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,10.0,0.0,2.0,90,0.1,0.1,0.0,0.65,False,0.005,8.0,0.25,0.9,5,0.8,8,2,False,0.05,0.0,False,False,0,0.0,1e-05
122033920547198830,False,8,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,10.0,2.0,4.0,90,0.1,0.0001,0.2,0.75,True,0.0005,8.0,0.25,0.9,10,1.0,17,3,True,0.0,0.1,False,False,0,1e-06,0.1
14628655445609544,False,16,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1.0,4.0,0.1,90,0.1,0.0,0.3,0.65,True,0.0005,4.0,0.0,0.9,10,1.0,8,2,False,0.0,0.0,True,False,5,1e-05,1e-05
13875297545783211,True,256,0.001,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,,2.0,0.1,20,0.1,0.0,0.4,0.65,False,1e-05,0.0,0.5,0.9,10,0.8,8,2,False,0.1,0.1,False,False,10,0.0,1e-05
221909985052173404,False,8,0.001,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,,2.0,0.0,20,0.1,0.1,0.2,0.65,False,0.005,4.0,0.0,0.9,10,0.2,8,2,False,0.0,0.0001,False,False,0,1e-06,0.001
17916373757271705,True,2,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,,1.0,0.0,10,0.1,0.0001,0.0,0.65,False,0.01,0.0,0.5,0.9,10,0.0,8,2,False,0.0,0.1,False,False,10,0.0,0.01
184823860032767101,True,8,0.0001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1.0,4.0,2.0,90,0.1,0.0001,0.2,0.65,False,1e-05,4.0,0.0,0.9,5,0.0,8,2,False,0.0,0.1,True,False,5,1e-05,1e-05
385475950503588330,False,2,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,10.0,0.0,1.0,20,0.5,0.01,0.4,,True,0.01,4.0,0.0,0.9,10,0.4,8,2,False,0.05,0.01,False,False,5,1e-06,0.0001
116708964106292546,False,128,0.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,,2.0,2.0,10,0.5,0.0,0.4,,False,0.01,0.0,0.5,0.9,10,0.0,17,3,True,0.0,0.1,True,False,0,1e-06,0.001
22300976421694755,True,32,0.001,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,10.0,4.0,0.25,90,0.1,0.01,0.1,,False,0.0001,2.0,1.0,0.9,10,0.8,8,2,False,0.05,0.0001,True,False,5,1e-06,1e-05
125586668424295149,True,256,0.01,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,10.0,0.0,0.5,20,0.5,0.01,0.2,,False,5e-05,0.2,0.0,0.95,10,0.0,8,2,False,0.1,0.0,False,True,0,0.0,0.0001
64516740782050768,False,8,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,,2.0,4.0,90,0.1,0.0001,0.1,,True,0.0001,0.0,0.0,0.9,5,0.6,8,2,False,0.0,0.0,False,False,5,1e-05,0.0
57080810323014445,True,2,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,,1.0,2.0,90,0.1,0.1,0.3,0.75,False,1e-05,0.0,0.5,0.9,10,0.0,17,2,True,0.1,0.1,False,False,10,0.0,0.1
101592345693846205,True,2,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,,0.0,1.0,10,0.1,0.01,0.1,0.75,False,0.01,4.0,1.0,0.9,10,0.2,8,2,False,0.05,0.0001,False,False,10,0.0,0.0001
40061027182734652,False,8,0.0001,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,,4.0,0.0,20,0.1,0.1,0.1,0.75,True,0.0005,2.0,1.0,0.9,10,0.4,8,2,False,0.0,0.0,False,False,0,1e-05,0.0
13361782756867315,True,2,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,10.0,2.0,4.0,90,0.1,0.1,0.3,,False,0.0001,0.4,0.25,0.9,2,0.2,8,2,False,0.05,0.0,False,False,10,1e-05,0.0001
5828627375563102,False,256,0.001,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,10.0,0.5,0.0,10,0.1,0.001,0.3,0.75,False,0.001,1.0,1.0,0.9,10,0.6,8,2,False,0.05,0.01,True,False,10,0.0,1e-05
12292006187552574,False,128,0.1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,,1.0,0.1,90,0.1,0.001,0.0,0.75,True,0.005,2.0,1.0,0.9,5,0.8,8,2,False,0.0,0.1,True,False,0,0.0,0.0001
228367549483466809,True,64,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,10.0,4.0,1.0,90,0.1,0.1,0.0,0.65,False,0.005,0.0,0.75,0.9,5,0.6,17,3,True,0.05,0.0001,False,False,5,0.0,0.01
42840875652587389,True,2,0.0001,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,10.0,1.0,2.0,20,0.1,0.0,0.4,,True,0.0001,0.0,0.75,0.9,10,0.8,9,2,True,0.05,0.0,True,False,0,1e-05,0.01
52320463425114940,False,64,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1.0,1.0,1.0,90,0.1,0.0,0.0,0.75,False,0.0005,1.0,1.0,0.9,10,0.6,17,2,True,0.05,0.001,True,False,0,1e-05,0.001
30731828422650917,True,8,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,10.0,2.0,0.1,90,0.1,0.001,0.1,,True,0.0005,8.0,0.25,0.95,10,0.0,9,2,True,0.05,0.01,True,False,0,1e-05,1e-05
57455721463525116,False,16,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0,0.5,2.0,90,0.1,0.0,0.2,0.65,True,5e-05,1.0,0.75,0.9,5,1.0,8,2,False,0.05,0.1,True,False,5,1e-06,0.1
12096201904461578,False,4,0.001,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,,1.0,0.5,10,0.1,0.001,0.2,,True,5e-05,2.0,0.25,0.9,10,1.0,8,2,False,0.0,0.0001,True,False,10,1e-05,0.001
10083814934861020,False,8,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1.0,1.0,0.25,90,0.1,0.1,0.3,0.65,True,0.005,0.4,0.0,0.9,10,1.0,8,2,False,0.0,0.001,False,True,5,1e-06,0.01
3627374111975830,False,8,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,10.0,2.0,0.25,90,0.1,0.1,0.3,,True,5e-05,0.2,0.5,0.9,10,0.8,9,2,True,0.1,0.0001,False,False,0,1e-05,0.001
16264414668086065,True,2,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,,2.0,4.0,90,0.1,0.1,0.3,0.65,True,5e-05,0.0,0.5,0.9,10,0.4,9,3,True,0.0,0.1,False,False,0,0.0,0.1
28940779559610614,False,4,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,,1.0,0.25,90,0.1,0.01,0.0,0.75,True,5e-05,8.0,0.5,0.9,10,0.4,17,3,True,0.0,0.1,True,False,0,1e-06,0.0001
163500553891742460,False,16,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1.0,2.0,0.0,90,0.1,0.001,0.3,,False,0.0005,2.0,0.5,0.9,5,0.8,9,3,True,0.1,0.001,True,False,0,0.0,0.01
15069086041474577,True,16,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,,4.0,0.0,90,0.1,0.0,0.1,,False,0.001,8.0,0.5,0.9,10,0.2,8,2,False,0.05,0.1,False,True,5,0.0,0.0
14980492036434854,False,4,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,1.0,2.0,20,0.1,0.01,0.1,,True,0.01,1.0,1.0,0.9,10,0.8,8,2,False,0.05,0.01,True,False,0,0.0,0.0
